#,ブランド,ライン,製品名,カテゴリ,主要悩み(先頭5件),容量,メーカー,推奨対象,特徴サマリー,商品ID
245,Davines,ナチュラルテック ノーリッシング,ナチュラルテック ノーリッシング シャンプー,シャンプー,頭皮乾燥 / 乾燥 / ダメージ / ツヤ不足 / 広がり,250ml / 1000ml,Davines,頭皮の乾燥・かゆみ・髪のパサつきが気になる方に。,頭皮と髪を同時に潤す、ナチュラルテックの保湿シャンプー。,davines-naturaltech-nourishing-sh
246,Davines,ナチュラルテック ピュリファイング,ナチュラルテック ピュリファイング シャンプー,シャンプー,頭皮ベタつき / フケ / 蓄積汚れ / 頭皮ニオイ / 頭皮敏感,250ml / 1000ml,Davines,フケ・かゆみ・頭皮のニオイが気になる方に。,頭皮のトラブルを根本からケアする、ピュリファイングシャンプー。,davines-naturaltech-purifying-sh
247,Davines,ナチュラルテック リバランシング,ナチュラルテック リバランシング シャンプー,シャンプー,頭皮ベタつき / 蓄積汚れ / 頭皮ニオイ / フケ / 頭皮敏感,250ml / 1000ml,Davines,頭皮がベタつきやすい、夕方にはペタっとする方に。,皮脂分泌を整え頭皮をクリアに保つ、リバランシングシャンプー。,davines-naturaltech-rebalancing-sh
248,Davines,ハートオブグラス,ハートオブグラス シルケニング シャンプー,シャンプー,多重ブリーチ / 黄ばみ / ブリーチダメージ / カラー褪色 / ダメージ,250ml,Davines,ブロンド・ハイトーン・ハイライト施術後のトーン維持に。,ブロンド・ハイトーン毛のための、透明感シルケニングシャンプー。,davines-heartofglass-sh
249,Davines,ハートオブグラス,ハートオブグラス シーリング シャインドロップス,アウトバスオイル,多重ブリーチ / ブリーチダメージ / ダメージ / ツヤ不足 / 広がり,50ml,Davines,ブロンド・ハイトーン毛の輝きと保護を求める方に。,ブロンド毛にガラスのようなツヤを与える、シーリングシャインドロップ。,davines-heartofglass-sealingdrops
250,Davines,モアインサイド,モアインサイド ディファイニング フルイド (フィオナ),スタイリング,うねり/くせ / 広がり / カール表現 / 湿気 / 広がり,250ml,Davines,パーマヘア・くせ毛・ウェーブを活かしたいスタイルに。,くせ毛・パーマのカール感を美しく引き出すボタニカルスタイリングフルイド。,davines-moreinside-fiona
251,SEE/SAW,B,SEE/SAW ヘア&スキャルプシャンプー B,シャンプー,乾燥 / ダメージ / ツヤ不足 / カラー褪色 / 広がり,250mL / 500mL,アリミノ,普通毛〜やや太め、ツヤとやわらかさを両立したい方に。,髪と頭皮をバランスよく整え、しなやかな指通りとツヤを引き出すスタンダード処方。,seesaw-balance-sh
252,SEE/SAW,B,SEE/SAW ヘアトリートメント B,トリートメント,乾燥 / ダメージ / ツヤ不足 / カラー褪色 / 広がり,250g / 500g,アリミノ,普通毛〜やや太め、毛先のまとまりと指通りを求める方に。,髪の芯から潤い、しなやかでまとまる、バランス型トリートメント。,seesaw-balance-tr
253,SEE/SAW,S,SEE/SAW ヘア&スキャルプシャンプー S,シャンプー,絡まり / 細毛 / 軟毛 / ボリューム不足 / ぺたんとする,250mL / 500mL,アリミノ,細毛・軟毛・絡まりやすい方、ぺたんとしやすい髪に。,細毛のためのエアリーシャンプー。根元の立ち上がりと絡まり改善を両立。,seesaw-smooth-sh
254,SEE/SAW,S,SEE/SAW ヘアトリートメント S,トリートメント,絡まり / 細毛 / 軟毛 / ボリューム不足 / ぺたんとする,250g / 500g,アリミノ,細毛・軟毛で絡まりやすい、重さを残したくない方に。,軽さと潤いを両立する、細毛のためのトリートメント。,seesaw-smooth-tr
255,SEE/SAW,T,SEE/SAW ヘア&スキャルプシャンプー T,シャンプー,広がり / 湿気 / 広がり / 剛毛 / 扱いにくさ,250mL / 500mL,アリミノ,硬毛・剛毛・広がりやすいくせ毛、湿気でうねる方に。,広がる硬毛をきゅっと引き締める、タイトシルエットのためのシャンプー。,seesaw-tight-sh
256,SEE/SAW,T,SEE/SAW ヘアトリートメント T,トリートメント,広がり / 湿気 / 広がり / 剛毛 / 扱いにくさ,250g / 500g,アリミノ,硬毛・くせ毛・広がりが気になる方の集中ケアに。,広がる髪を内側から整え、湿気に負けないまとまりとツヤへ。,seesaw-tight-tr
257,SEE/SAW,ヘアメイク,SEE/SAW クリアオイル シャープ,アウトバスオイル,ツヤ不足 / 広がり / 乾燥 / ダメージ / 熱ダメージ,クリアオイル シャープ 80mL,アリミノ,抜け感のある動きのあるスタイル、軽い仕上がりが好きな方に。,束感と動きを引き出す、軽やかなヘアメイクオイル。,seesaw-hairmake-oil
258,SEE/SAW,ヘアメイク,SEE/SAW クリアオイル フラット,アウトバスオイル,広がり / 乾燥 / ダメージ / 湿気 / まとまり不足,クリアオイル フラット 80mL,アリミノ,広がりやすい髪、ストレート・ボブ・まとめ髪を美しく見せたい方に。,なめらかなまとまりと整ったツヤを与える、フラットスタイル用オイル。,seesaw-hairmake-oil-2
259,SEE/SAW,ヘアメイク,SEE/SAW ヘアメイクバーム,スタイリング,ツヤ不足 / 広がり / 乾燥 / ダメージ / 熱ダメージ,ヘアメイクバーム 35g,アリミノ,スタイリングで束感やツヤをプラスしたい方に。,仕上げの質感を自在に操る、ヘアメイク発想のバーム。,seesaw-hairmake-balm
260,SEE/SAW,ヘアメイク,SEE/SAW クリアミルク ナチュラル,アウトバスミルク,ツヤ不足 / 広がり / 乾燥 / ダメージ / 熱ダメージ,100ml,Lebel,ナチュラルな仕上がりとうるおいを両立したい方、デイリーケアに。,みずみずしさとなめらかさを与える、SEE/SAWの定番ミルクトリートメント。,seesaw-hairmake-milk
261,HITA,ヒタ,ヒタ シャンプー,シャンプー,うねり/くせ / 広がり / 広がり / 扱いにくさ / 湿気,250mL,ルベル / タカラベルモント,うねり・広がりが気になるくせ毛、湿気で扱いにくくなる髪、毎日のシルキー仕上げを求める方に。,シルクの手触りに導く、くせ毛のための濃密泡シャンプー。湿気にも揺るがないまとまりを叶える。,hita-hita-sh
262,HITA,ヒタ,ヒタ トリートメント,トリートメント,うねり/くせ / 広がり / 広がり / 扱いにくさ / 湿気,250g,ルベル / タカラベルモント,くせ毛・うねり・広がりが気になる髪、しっとりまとまる質感を求める方に。,うねるくせ毛が、シルクの手触りに変わる。毛先まで揺るがない、ヒタの定番トリートメント。,hita-hita-tr
263,HITA,ヒタ,ヒタ オイル,アウトバスオイル,うねり/くせ / 広がり / 広がり / 湿気 / まとまり不足,100mL,ルベル / タカラベルモント,ブロー・アイロン前のヒートケア、くせ毛・うねり・広がり改善に。,熱に反応してキューティクルが整う。ブロー前のひと吹きで、くせ毛が一日中まとまるヒタの魔法オイル。,hita-oil-oil
264,HITA,ヒタ AP,ヒタ アクティブプレックスマスク,マスク,うねり/くせ / ダメージ / 広がり / 弾力不足 / 広がり,200g,ルベル / タカラベルモント,くせ毛×ダメージ複合、縮毛矯正・カラー後の質感立て直しに。,くせ毛とダメージの両方に効く、ヒタの最強集中マスク。アクティブプレックスでサロン後の質感を芯から続ける。,hita-hita-mask
265,レブリ,レブリ,ハホニコ レブリ シャンプーα,シャンプー,ダメージ / 枝毛 / ツヤ不足 / 広がり / 広がり,295ml / 1000ml,HAHONICO,広がり・パサつき・うねりを根本から改善したい方、髪質改善志向の方に。,レブリン酸で髪質改善を叶える、ハホニコのフラッグシップシャンプー。,hahonico-levuli-sh
266,レブリ,レブリ,ハホニコ レブリ アウター ヘアトリートメント,トリートメント,ダメージ / ツヤ不足 / 多重ブリーチ / 枝毛 / 広がり,200g,HAHONICO,髪表面のキューティクルを整え、ツヤと指通りを与えたい方に。,キューティクルを密封し、ツヤと指通りを引き出すアウタートリートメント。,hahonico-levuli-outer
267,レブリ,レブリ,ハホニコ レブリ インナー ヘアトリートメント,トリートメント,ダメージ / 多重ブリーチ / 切れ毛 / 枝毛 / 弾力不足,200g,HAHONICO,ハイダメージ毛・ハリコシを失った髪の集中インナーケアに。,ハイダメージ毛の内部補修に特化したレブリインナートリートメント。,hahonico-levuli-inner
268,レブリ,レブリ,ハホニコ レブリ トリートメントα,トリートメント,ダメージ / 枝毛 / ツヤ不足 / 広がり / 広がり,225g / 1000g,HAHONICO,髪質改善を目指す方のホームケアトリートメントに。,真珠のような艶を引き出す、レブリン酸髪質改善トリートメント。,hahonico-levuli-tr
269,レブリ,レブリ,ハホニコ レブリ ヘアーローションα,アウトバスミスト,ダメージ / ツヤ不足 / 広がり / 乾燥 / 絡まり,150ml,HAHONICO,タオルドライ後のリーブインケアとして、髪質改善を継続したい方に。,レブリン酸が髪を整える、洗い流さないヘアローション。,hahonico-levuli-lotion
270,レブリ,レブリ,ハホニコ レブリ シルキー ブースターB,ブースター,ダメージ / ツヤ不足 / 多重ブリーチ / 広がり / ブリーチダメージ,100ml,HAHONICO,なめらかなツヤ・指通りを引き出したい方、ハイダメージ毛のケアに。,シルクのような輝きを引き出す、トリートメントブースター。,hahonico-levuli-silky
271,レブリ,レブリ,ハホニコ レブリ ベルベット ブースターA,ブースター,ダメージ / ツヤ不足 / 多重ブリーチ / 切れ毛 / 枝毛,100ml,HAHONICO,ダメージ毛の集中ケアを始める方、トリートメント効果を最大化したい方に。,トリートメントの浸透を高め、ベルベットの質感へ導くブースター。,hahonico-levuli-velvet
272,キラメラメ,キラメラメ,キラメラメ トリートメント,トリートメント,ダメージ / 乾燥 / ツヤ不足 / 広がり / 多重ブリーチ,トロ・ムル・キラ セット 60g×3,ハホニコ,「サロン帰りの手触りとツヤを家でも続けたい」方。,集中補修発想の処方が、ツヤと手触りを整え、サロン仕上がりに近づけます。,hahonico-ramerame-tr
273,CARENESS,ジュエル,ジュエル シャンプー サファイア,シャンプー,広がり / 湿気 / 広がり / うねり/くせ / まとまり不足,300ml,CARENESS,くせ毛・うねり・広がりが気になる方のスムージングシャンプーに。,ウェーブキャンセラー処方でうねりをほどく、サファイアの輝きシャンプー。,careness-jewel-sapphire-sh
274,CARENESS,ジュエル,ジュエル シャンプー ルビー,シャンプー,ダメージ / ツヤ不足 / 枝毛 / 乾燥 / カラー褪色,300ml,CARENESS,ダメージ毛・カラー後のしっとり保湿系シャンプーを求める方に。,シルクアミノ酸×セラミドの濃厚補修、ルビーの輝きを纏うプレミアムシャンプー。,careness-jewel-ruby-sh
275,CARENESS,ジュエル,ジュエル トリートメント サファイア,トリートメント,広がり / うねり/くせ / 広がり / まとまり不足 / 湿気,400ml,CARENESS,くせ毛・うねりを整えながらツヤを求める方に。,うねりを整え、なめらかなまとまりへ導くサファイアのトリートメント。,careness-jewel-sapphire-tr
276,CARENESS,ジュエル,ジュエル トリートメント ルビー,トリートメント,ダメージ / ツヤ不足 / 枝毛 / 乾燥 / カラー褪色,400ml,CARENESS,ダメージ毛のしっとりまとまる質感を求める方に。,ルビーの香りに包まれる、しっとり濃厚補修トリートメント。,careness-jewel-ruby-tr
277,CARENESS,ジュエル,ジュエル ストレートミルク サファイア,アウトバスミルク,広がり / 湿気 / 広がり / うねり/くせ / 扱いにくさ,120ml,CARENESS,くせ毛・うねりをまとめてストレートに整えたい方に。,うねりを抑えサラサラまとまる、サファイアのストレートミルク。,careness-jewel-sapphire-milk
278,CARENESS,ジュエル,ジュエル ストレートミルク ルビー,アウトバスミルク,ダメージ / ツヤ不足 / 広がり / 乾燥 / 熱ダメージ,120ml,CARENESS,ダメージ毛のしっとりまとまるリーブインケアに。,シルク×セラミドのリーブインミルク、ルビーの輝きを毎日に。,careness-jewel-ruby-milk
279,CARENESS,ジュエル,ジュエル ブーストミスト,ブースター,ダメージ / ツヤ不足 / 枝毛 / 広がり / 乾燥,120ml,CARENESS,トリートメント効果を高めたい方、髪内部に水分を補給したい方に。,髪の導入美容液、シナヤカな質感へ導くブーストミスト。,careness-jewel-boostmist
280,つるりんちょ。,つるりんちょ。,つるりんちょ。シャンプー,シャンプー,うねり/くせ / ダメージ / 広がり / 広がり / 扱いにくさ,250mL,髪にドラマを。,縮毛矯正・髪質改善後の専用ケア、つるんとした質感を求めるくせ毛・うねり毛の方に。,"縮毛矯正後の ""つるんっ"" を毎日に。サロン帰りのまとまりを守る、髪質改善専門店生まれのシャンプー。",drama-tsurun-sh-sh
281,つるりんちょ。,つるりんちょ。,つるりんちょ。ブースター,シャンプー,ダメージ / 蓄積汚れ / 頭皮ベタつき / カラー褪色 / まとまり不足,50mL,髪にドラマを。,ヘアケアの効果をワンランク上げたい方、頭皮・髪の不純物が気になる時に。,"ヘアケアの効果を引き上げる、週2回のリセットスイッチ。蓄積汚れを流して、毎日の ""つるん"" を取り戻す。",drama-tsurun-booster-sh
282,つるりんちょ。,つるりんちょ。,つるりんちょ。トリートメント,トリートメント,うねり/くせ / ダメージ / 広がり / 弾力不足 / ツヤ不足,250g,髪にドラマを。,縮毛矯正・カラー・熱処理後のケア、ハリコシ・ツヤを取り戻したい方に。,レブリン酸で芯から強く、しなやかに。ハリ・ツヤ不足の髪を立て直す、髪ドラの濃密リペアトリートメント。,drama-tsurun-tr-tr
283,つるりんちょ。,つるりんちょ。,つるりんちょ。トリートメント SARARITO,トリートメント,ダメージ / ツヤ不足 / 枝毛 / 細毛 / 軟毛,250g,髪にドラマを。,細毛・軟毛・絡まりやすい髪、軽いさらさら仕上がりを求める方に。,細毛にも、つるりんを。軽さとリペア感を両立した、SARARITOの軟毛向けトリートメント。,drama-tsurun-sararito-tr
284,いるかのせなか。,いるかのせなか。,いるかのせなか。CMCミルク,アウトバスミルク,ダメージ / 乾燥 / 熱ダメージ / ツヤ不足 / 広がり,120ml,NUMBER THREE,乾燥・パサつき・絡まりが気になる方、いるかのせなか。フルライン使いに。,水分量を増やす、毛先のためのCMCケア。芯から潤して、まとまりが続く中間ステップの主役。,drama-iruka-cmcmilk
285,いるかのせなか。,いるかのせなか。,いるかのせなか。フォーム,アウトバスムース,ダメージ / ボリューム不足 / ぺたんとする / 細毛 / 軟毛,150g,NUMBER THREE,細毛・軟毛のハリコシ不足、トップのボリュームが欲しい方に。,アミノ酸補給で芯から動く髪へ。ぺたんとしがちな細毛に、軽やかなハリを取り戻す泡フォーム。,drama-iruka-foam
286,いるかのせなか。,いるかのせなか。,いるかのせなか。ミスト,アウトバスミスト,ダメージ / 乾燥 / 熱ダメージ / ツヤ不足 / 絡まり,ミスト/ベースケア 200mL,髪にドラマを。,ベースケアの第一歩、絡まり・乾燥対策に。,水と油のバランスを整える、最初のひと吹き。タオルドライ後にひと押しで、その後のケアが効きやすくなる導入ミスト。,drama-iruka-mist
287,いるかのせなか。,いるかのせなか。,いるかのせなか。ヘアオイル,アウトバスオイル,ダメージ / 乾燥 / 熱ダメージ / ツヤ不足 / 広がり,ヘアオイル 100mL,髪にドラマを。,ブロー・アイロン前のヒートケア、まとまりとツヤを求める方に。,熱に反応するから、ドライ前に味方になる。髪の水分を閉じ込めて毛先まで揺るがない、いるかのせなか。の決め手。,drama-iruka-oil
288,LOA,LOA THE OIL,LOA THE OIL,アウトバスオイル,ダメージ,100mL,LOA,「サロン帰りのような上質な仕上げを毎日続けたい」方。,髪・肌・全身に使えるマルチオイル。毛先になじませることで上質なツヤと指通りを与えます。,loa-core-oil
289,LOA,ザ パフューム,LOA THE PERFUME UV SPRAY,アウトバスミスト,紫外線ダメージ / カラー褪色 / 熱ダメージ / ダメージ / ツヤ不足,80g,MIRAVIS,外出が多い方、日常の紫外線ケア、香りでムードを変えたい方に。,紫外線対策が、香りの儀式になる。SPF50+ PA++++の高UVカットを上質な香りに変える、LOAのパフュームUVスプレー。,loa-uvspray
